Date,Number of incidents,Class_Total_inc,SingleV_incidents,2V_incidents,MultiV_incidents,Ped_incidents,Rush_hourM,Rush_hourA,Total_Rush,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm),Spd of Max Gust (km/h)
3/31/2019,8,0,3,5,0,0,1,1,2,5.3,0,0,1,45
4/1/2019,4,0,0,2,1,1,0,0,0,4.5,0,0,1,39
4/2/2019,16,1,2,12,2,0,0,0,0,3.2,0,0,0,45
4/3/2019,5,0,1,3,1,0,0,0,0,4.7,0,0,0,45
4/4/2019,17,1,3,12,1,1,0,0,0,7,0,0,0,41
4/5/2019,9,0,4,4,1,0,0,0,0,4.5,0,0,1,45
4/6/2019,6,0,0,5,1,0,0,0,0,6.9,0,0,0,65
4/7/2019,6,0,2,4,0,0,0,0,0,7.1,0,0,0,46
4/8/2019,18,1,1,14,3,0,0,0,0,5.7,0,0,0,37
4/9/2019,9,0,1,6,1,1,0,0,0,4.2,0,0,0,41
4/10/2019,11,0,0,9,1,1,3,5,8,7.5,0,0,0,65
4/11/2019,20,1,3,13,4,0,6,6,12,2.8,0.9,2.4,0,41
4/12/2019,11,0,0,9,1,1,2,3,5,3.4,0,0.3,1,35
4/13/2019,16,1,0,11,4,1,2,2,4,5,0,0,0,39
4/14/2019,8,0,1,7,0,0,0,1,1,5.2,0,0,0,54
4/15/2019,14,0,2,10,2,0,1,5,6,2.7,0,0,0,42
4/16/2019,14,0,2,10,2,0,6,4,10,4.3,0,0,0,10
4/17/2019,11,0,3,6,2,0,1,4,5,8.2,0,0,0,58
4/18/2019,9,0,1,5,3,0,2,1,3,10.6,0,0,0,42
4/29/2019,7,0,1,6,1,0,0,3,3,-0.3,0,0,4,10
4/30/2019,10,0,0,8,2,0,2,5,7,-0.5,0,0,0,54
5/1/2019,9,0,1,6,2,0,0,0,0,2.3,0,0,0,35
5/2/2019,10,0,2,6,1,1,0,0,0,5.2,4.6,0,0,54
5/3/2019,11,0,3,8,0,0,0,0,0,4.1,0,0,0,46
5/4/2019,15,0,1,12,1,1,0,0,0,-1.4,0.2,5.7,0,32
5/5/2019,6,0,2,4,0,0,0,0,0,-0.3,0,1.6,5,35
5/6/2019,15,0,5,9,1,0,0,0,0,4.4,0,0,0,10
5/7/2019,9,0,3,6,0,0,0,0,0,5.8,6,0,0,45
5/8/2019,13,0,4,10,1,0,0,0,0,7.3,1.8,0.4,0,52
5/9/2019,12,0,3,4,5,0,0,0,0,9.6,0,0,0,10
5/10/2019,14,0,2,7,5,1,2,3,5,13.2,0.6,0,0,58
5/11/2019,12,0,1,9,2,0,1,3,4,12.2,0,0,0,33
5/12/2019,6,0,0,6,0,0,0,2,2,16.5,0,0,0,41
5/13/2019,11,0,1,10,0,0,2,3,5,12.4,0,0,0,46
5/14/2019,13,0,1,10,1,1,6,2,8,14.3,0.4,0,0,42
5/15/2019,12,0,3,6,2,1,2,4,6,12.8,0.4,0,0,50
5/16/2019,12,0,1,10,1,0,3,4,7,7,1.6,0,0,45
5/17/2019,7,0,0,7,0,0,1,3,4,5.1,10,0,0,39
5/18/2019,9,0,1,8,0,0,2,2,4,4.4,2.8,0,0,52
5/19/2019,4,0,1,2,0,1,0,1,1,6.7,0,0,0,42
5/20/2019,5,0,0,4,2,0,0,1,1,4.1,0,0,0,45
5/21/2019,14,0,1,9,4,0,2,3,5,5.8,1.8,0,0,10
5/22/2019,12,0,0,6,5,1,5,6,11,10.6,2,0,0,10
5/23/2019,11,0,3,7,0,1,1,4,5,13,0,0,0,39
5/24/2019,14,0,1,11,2,0,2,3,5,12.5,0,0,0,52
5/25/2019,5,0,0,5,0,0,0,1,1,8.2,6.2,0,0,65
5/26/2019,9,0,2,6,0,1,1,3,4,9.2,0,0,0,35
5/27/2019,10,0,0,8,2,0,3,2,5,11.5,0,0,0,35
5/28/2019,15,0,0,12,3,0,4,6,10,14.1,0,0,0,10
5/29/2019,11,0,5,4,2,0,2,5,7,16.3,0,0,0,32
5/30/2019,8,0,0,8,0,0,3,3,6,17.9,0,0,0,48
5/31/2019,17,1,3,8,5,1,2,8,10,16,0,0,0,33
6/1/2019,14,0,4,9,1,0,0,0,0,17.8,0,0,0,32
6/2/2019,8,0,2,6,0,0,0,0,0,18.7,0,0,0,42
6/3/2019,16,1,3,7,5,1,0,0,0,18.3,0,0,0,72
6/4/2019,16,1,5,9,1,1,0,0,0,16,0,0,0,61
6/5/2019,12,0,0,8,3,1,0,0,0,14.8,0,0,0,46
6/6/2019,13,0,0,6,7,0,0,0,0,12.9,4.6,0,0,45
6/7/2019,14,0,0,10,3,1,0,0,0,5.6,15.2,0,0,65
6/8/2019,14,0,4,5,5,0,0,0,0,9.1,4.9,0,0,58
6/9/2019,10,0,3,5,2,0,0,0,0,11.3,0,0,0,39
6/10/2019,16,1,1,11,3,1,6,3,9,13.2,0,0,0,58
6/11/2019,15,0,2,11,1,1,4,3,7,14,0,0,0,10
6/12/2019,18,1,1,13,3,1,6,4,10,17.2,0,0,0,61
6/13/2019,16,1,0,10,6,0,0,8,8,20.8,3,0,0,58
9/16/2019,21,2,2,11,3,6,0,6,6,14.6,0,0,0,35
9/17/2019,23,2,3,12,8,0,8,9,17,13.4,0,0,0,33
9/18/2019,18,1,1,15,1,1,5,2,7,10.9,0,0,0,37
9/19/2019,19,1,2,11,4,2,4,9,13,11.7,0,0,0,33
9/20/2019,22,2,2,15,4,1,3,8,11,11.6,0,0,0,41
9/21/2019,13,0,4,6,2,1,1,2,3,12.1,0,0,0,10
9/22/2019,11,0,1,8,0,2,0,3,3,15.2,0,0,0,50
9/23/2019,18,1,0,17,1,0,9,4,13,11.8,0,0,0,45
9/24/2019,23,2,2,16,2,3,6,4,10,10.8,0,0,0,46
9/25/2019,18,1,3,11,2,2,1,5,6,10.1,0,0,0,46
9/26/2019,16,1,2,12,2,0,5,3,8,6.9,0,0,0,67
9/27/2019,17,1,2,14,1,0,2,4,6,0.9,1.9,1.5,0,50
9/28/2019,30,2,4,14,10,2,6,7,13,-2.2,0,4.5,1,35
9/29/2019,52,2,29,19,4,0,4,8,12,-2.3,0,24.6,5,41
9/30/2019,38,2,7,19,12,0,16,7,23,-2.2,0,3.8,26,10
10/1/2019,18,1,4,12,3,1,2,9,11,-1.5,0,0,4,10
10/2/2019,20,1,1,16,2,1,4,4,8,3,0,0,3,10
10/3/2019,15,0,2,12,1,0,2,6,8,3.8,0,0,0,10
10/4/2019,17,1,1,14,1,1,1,6,7,6.7,0,0,0,50
10/5/2019,15,0,3,9,3,1,1,2,3,9.3,0,0,0,50
10/6/2019,12,0,3,6,2,1,1,3,4,11.7,0,0,0,50
10/7/2019,14,0,0,9,3,2,7,2,9,10,0,0,0,78
10/8/2019,44,2,13,17,13,1,9,17,26,-2.2,0,8.3,2,54
10/9/2019,24,2,2,16,5,1,2,12,14,-5.8,0,0,4,10
10/10/2019,19,1,0,13,3,3,3,6,9,-3.6,0,0,3,10
10/11/2019,20,1,3,11,5,1,5,2,7,-0.1,0,0,1,10
10/12/2019,17,1,1,9,4,3,1,5,6,3,0,0,0,10
10/13/2019,6,0,1,5,0,1,0,0,0,4.3,0,0,1,10
10/14/2019,3,0,1,1,1,0,1,1,2,1.5,0,0,0,52
10/15/2019,20,1,3,13,3,1,1,6,7,4.1,0,0,2,54
10/16/2019,29,2,0,16,9,4,2,12,14,12,0,0,0,52
10/17/2019,22,2,0,16,6,0,4,8,12,8.2,0,0,1,59
10/18/2019,18,1,4,13,1,0,1,3,4,6,0,0,1,54
10/19/2019,3,0,1,1,1,0,0,0,0,4.5,0,0,0,42
10/20/2019,7,0,1,4,1,1,0,3,3,1,0,0,0,10
10/21/2019,7,0,1,5,0,1,0,4,4,3.8,0,0,1,46
10/22/2019,16,1,3,11,1,1,1,6,7,5.6,0,0,0,63
10/23/2019,14,0,0,10,3,1,6,5,11,2.6,0,0,0,63
10/24/2019,18,1,1,15,2,0,8,3,11,6.9,0,0,0,54
10/25/2019,17,1,1,10,5,1,3,6,9,9.5,0.5,0.4,0,85
10/26/2019,12,0,3,7,2,0,2,1,3,-2.2,0,1,1,72
10/27/2019,5,0,2,1,0,2,0,1,1,-2.1,0,2,2,46
10/28/2019,30,2,2,20,7,1,11,5,16,-7.7,0,3.8,5,67
10/29/2019,16,1,2,11,1,2,5,3,8,-9.9,0,0,3,10
10/30/2019,23,2,1,17,5,1,7,8,15,-1.3,0,0,3,10
10/31/2019,20,1,1,13,4,2,4,10,14,1,0,0.3,0,54
11/1/2019,18,1,2,12,3,1,1,7,8,0.8,0,0,0,10
11/2/2019,17,1,4,9,1,3,2,5,7,3.5,0,0,0,35
11/3/2019,14,0,2,8,4,0,2,3,5,0.6,0,0,0,37
11/4/2019,13,0,2,8,2,1,0,8,8,-1.4,0,2.9,4,10
11/5/2019,17,1,5,9,3,0,0,4,4,-5.2,0,5.4,3,52
11/6/2019,12,0,4,7,1,0,0,5,5,-9.7,0,0.8,8,10
11/7/2019,22,2,1,18,2,1,6,6,12,-1.5,0,0,5,41
11/8/2019,27,2,3,14,10,1,4,8,12,7.3,0,0,3,48
11/9/2019,15,0,3,8,5,0,0,2,2,-3.8,0.3,2.8,0,55
11/10/2019,16,1,9,7,0,0,3,2,5,-14.6,0,6,7,10
11/11/2019,11,0,6,5,0,0,0,1,1,-5.8,0,0,8,45
11/12/2019,19,1,5,11,2,1,10,6,16,3.3,0.5,0,3,54
11/13/2019,23,2,0,20,3,1,5,8,13,4.8,0,0,3,41
11/14/2019,20,1,1,15,3,1,7,7,14,2,0,0,0,10
11/15/2019,20,1,2,13,4,1,4,8,12,7.2,0,0,0,46
11/16/2019,10,0,1,5,4,0,0,5,5,4.1,0,0,0,33
11/17/2019,1,0,1,0,0,0,1,0,1,8.1,0,0,0,76
11/18/2019,11,0,0,5,4,2,1,6,7,5.2,0,0,0,32
11/19/2019,18,1,2,12,4,0,9,3,12,0.5,0,17.8,2,10
11/20/2019,23,2,4,12,7,0,11,3,14,-4.8,0,1,17,33
11/21/2019,17,1,3,10,4,0,5,7,12,-2.4,0,0,14,10
11/22/2019,22,2,1,17,2,2,2,6,8,2.7,0,0,12,50
11/23/2019,8,0,2,3,0,3,0,5,5,7.1,0,0,3,65
11/24/2019,6,0,1,4,1,0,0,4,4,3.3,0,0,0,58
11/25/2019,23,2,4,11,5,3,8,6,14,-2.7,0,0,0,39
11/26/2019,25,2,5,14,6,0,6,9,15,-5.7,0,1.8,0,32
11/27/2019,37,2,13,21,3,0,3,12,15,-11,0,2.7,2,50
11/28/2019,37,2,15,17,4,1,7,6,13,-16.3,0,2.2,6,10
11/29/2019,42,2,6,30,5,1,6,10,16,-16.1,0,0,5,10
11/30/2019,21,2,5,14,2,0,0,5,5,-15.5,0,0,5,10
12/1/2019,12,0,1,7,3,1,0,3,3,-5.5,0,0,5,61
12/2/2019,10,0,2,7,1,0,2,4,6,2.9,0,0,4,61
12/3/2019,21,2,1,10,6,4,3,7,10,3.1,0,0,2,59
12/4/2019,24,2,3,18,2,1,5,7,12,-4.5,0,0.5,2,63
12/5/2019,33,2,1,22,6,4,4,12,16,-7.1,0,0,2,37
12/6/2019,20,1,3,12,6,0,6,9,15,-6,0,0,1,32
12/7/2019,13,0,0,9,4,1,0,4,4,-4.4,0,0.4,1,45
12/8/2019,24,2,4,18,1,1,3,3,6,-11.2,0,4.2,5,10
12/9/2019,33,2,8,21,2,2,4,11,15,-4.7,0,5.5,5,37
12/10/2019,18,1,4,11,1,2,6,7,13,-7.5,0,0,10,42
12/11/2019,34,2,9,20,5,0,1,9,10,-9.4,0,4,10,35
12/12/2019,27,2,2,16,8,1,4,12,16,-9.4,0,0,9,10
